x	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=34135
32.8652	1000	998.073	998.067	998.061	998.055	998.05	998.045	998.042	998.039	998.038	998.038	998.039	998.041	998.041	998.041	998.039	998.037	998.033	998.03	998.028	998.028	998.032	998.038	998.043	998.045	998.045	998.043	998.04	998.037	998.034	998.034	998.038	998.047	998.084	997.98	997.976
35.4721	1000	999.784	999.78	999.775	999.771	999.768	999.765	999.762	999.76	999.759	999.759	999.76	999.761	999.762	999.761	999.76	999.758	999.756	999.754	999.752	999.752	999.755	999.759	999.763	999.764	999.764	999.762	999.76	999.758	999.757	999.756	999.759	999.766	999.792	999.717	999.714
38.079	1000	1001.41	1001.41	1001.41	1001.41	1001.41	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.4	1001.42	1001.37	1001.37
40.6859	1000	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.96	1002.95	1002.95
43.2928	1000	1004.43	1004.43	1004.43	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.44	1004.43	1004.45	1004.45
45.8997	1000	1005.82	1005.82	1005.82	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.84	1005.84	1005.84	1005.84	1005.84	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.83	1005.84	1005.84	1005.83	1005.83	1005.81	1005.86	1005.86
48.5066	1000	1007.12	1007.13	1007.13	1007.14	1007.14	1007.14	1007.15	1007.15	1007.15	1007.15	1007.15	1007.15	1007.15	1007.15	1007.15	1007.15	1007.15	1007.15	1007.16	1007.16	1007.15	1007.15	1007.14	1007.14	1007.14	1007.14	1007.15	1007.15	1007.15	1007.15	1007.15	1007.14	1007.11	1007.19	1007.19
51.1134	1000	1008.35	1008.35	1008.36	1008.36	1008.37	1008.37	1008.38	1008.38	1008.38	1008.38	1008.38	1008.38	1008.38	1008.38	1008.38	1008.38	1008.38	1008.39	1008.39	1008.39	1008.39	1008.38	1008.37	1008.37	1008.37	1008.37	1008.38	1008.38	1008.38	1008.38	1008.38	1008.37	1008.33	1008.44	1008.44
53.7203	1000	1009.48	1009.49	1009.5	1009.51	1009.51	1009.52	1009.52	1009.53	1009.53	1009.53	1009.53	1009.52	1009.52	1009.52	1009.53	1009.53	1009.53	1009.54	1009.54	1009.54	1009.53	1009.53	1009.52	1009.52	1009.52	1009.52	1009.53	1009.53	1009.53	1009.53	1009.53	1009.52	1009.47	1009.6	1009.6
56.3272	1000	1010.54	1010.55	1010.56	1010.57	1010.57	1010.58	1010.59	1010.59	1010.59	1010.59	1010.59	1010.59	1010.59	1010.59	1010.59	1010.59	1010.6	1010.6	1010.61	1010.61	1010.6	1010.59	1010.58	1010.58	1010.58	1010.59	1010.59	1010.59	1010.6	1010.6	1010.59	1010.58	1010.52	1010.68	1010.68
58.9341	1000	1011.51	1011.52	1011.53	1011.54	1011.55	1011.56	1011.57	1011.57	1011.57	1011.57	1011.57	1011.57	1011.57	1011.57	1011.57	1011.57	1011.58	1011.59	1011.59	1011.59	1011.58	1011.57	1011.56	1011.56	1011.56	1011.56	1011.57	1011.57	1011.58	1011.58	1011.57	1011.56	1011.49	1011.67	1011.68
61.541	1000	1012.4	1012.42	1012.43	1012.44	1012.45	1012.45	1012.46	1012.47	1012.47	1012.47	1012.47	1012.46	1012.46	1012.46	1012.47	1012.47	1012.48	1012.48	1012.49	1012.49	1012.48	1012.47	1012.46	1012.46	1012.46	1012.46	1012.47	1012.47	1012.48	1012.48	1012.47	1012.45	1012.38	1012.58	1012.58
64.1479	1000	1013.21	1013.22	1013.23	1013.25	1013.26	1013.27	1013.27	1013.28	1013.28	1013.28	1013.28	1013.28	1013.27	1013.27	1013.28	1013.28	1013.29	1013.3	1013.3	1013.3	1013.29	1013.28	1013.27	1013.27	1013.27	1013.27	1013.28	1013.28	1013.29	1013.29	1013.28	1013.26	1013.19	1013.4	1013.41
66.7548	1000	1013.93	1013.94	1013.96	1013.97	1013.98	1013.99	1014	1014.01	1014.01	1014.01	1014.01	1014	1014	1014	1014	1014.01	1014.02	1014.02	1014.03	1014.03	1014.02	1014.01	1014	1013.99	1013.99	1014	1014	1014.01	1014.02	1014.02	1014.01	1013.99	1013.91	1014.14	1014.14
69.3617	1000	1014.57	1014.58	1014.6	1014.61	1014.62	1014.63	1014.64	1014.65	1014.65	1014.65	1014.65	1014.64	1014.64	1014.64	1014.65	1014.65	1014.66	1014.67	1014.67	1014.67	1014.66	1014.65	1014.64	1014.63	1014.63	1014.64	1014.65	1014.65	1014.66	1014.66	1014.65	1014.63	1014.54	1014.78	1014.79
71.9686	1000	1015.12	1015.14	1015.15	1015.17	1015.18	1015.19	1015.2	1015.2	1015.21	1015.21	1015.2	1015.2	1015.2	1015.2	1015.2	1015.21	1015.22	1015.23	1015.23	1015.23	1015.22	1015.21	1015.19	1015.19	1015.19	1015.2	1015.2	1015.21	1015.22	1015.22	1015.21	1015.18	1015.09	1015.35	1015.36
74.5755	1000	1015.59	1015.61	1015.62	1015.64	1015.65	1015.66	1015.67	1015.68	1015.68	1015.68	1015.68	1015.67	1015.67	1015.67	1015.67	1015.68	1015.69	1015.7	1015.7	1015.7	1015.69	1015.68	1015.67	1015.66	1015.66	1015.67	1015.67	1015.68	1015.69	1015.69	1015.68	1015.65	1015.56	1015.82	1015.83
77.1824	1000	1015.97	1015.99	1016.01	1016.02	1016.03	1016.04	1016.05	1016.06	1016.06	1016.06	1016.06	1016.06	1016.05	1016.06	1016.06	1016.07	1016.08	1016.08	1016.09	1016.09	1016.08	1016.06	1016.05	1016.05	1016.05	1016.05	1016.06	1016.07	1016.07	1016.07	1016.06	1016.04	1015.94	1016.21	1016.22
79.7893	1000	1016.27	1016.29	1016.3	1016.32	1016.33	1016.34	1016.35	1016.36	1016.36	1016.36	1016.36	1016.36	1016.36	1016.36	1016.36	1016.37	1016.38	1016.38	1016.39	1016.39	1016.38	1016.36	1016.35	1016.35	1016.35	1016.35	1016.36	1016.37	1016.37	1016.37	1016.37	1016.34	1016.24	1016.52	1016.53
82.3962	1000	1016.49	1016.5	1016.52	1016.53	1016.55	1016.56	1016.57	1016.58	1016.58	1016.58	1016.58	1016.57	1016.57	1016.57	1016.57	1016.58	1016.59	1016.6	1016.61	1016.6	1016.59	1016.58	1016.57	1016.56	1016.56	1016.57	1016.57	1016.58	1016.59	1016.59	1016.58	1016.55	1016.46	1016.73	1016.74
85.0031	1000	1016.61	1016.63	1016.65	1016.66	1016.68	1016.69	1016.7	1016.7	1016.71	1016.71	1016.7	1016.7	1016.7	1016.7	1016.7	1016.71	1016.72	1016.73	1016.73	1016.73	1016.72	1016.71	1016.69	1016.69	1016.69	1016.7	1016.7	1016.71	1016.72	1016.72	1016.71	1016.68	1016.58	1016.86	1016.87
87.61	1000	1016.66	1016.67	1016.69	1016.7	1016.72	1016.73	1016.74	1016.75	1016.75	1016.75	1016.75	1016.74	1016.74	1016.74	1016.75	1016.75	1016.76	1016.77	1016.78	1016.78	1016.77	1016.75	1016.74	1016.73	1016.73	1016.74	1016.75	1016.75	1016.76	1016.76	1016.75	1016.73	1016.63	1016.91	1016.91
